id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
236,Aero Fighters,0.8166666666666667,1.0,1.0,0.9833333333333333,,,,Video System,,"Arcade, Super Nintendo/Famicom",Shooter,1992-01-01,1992-01-01,1992-01-01
237,Aero Fighters 2,0.8333333333333334,0.9166666666666666,1.0,0.9166666666666666,,,,Video System,Video System,"Arcade, Neo Geo",Shooter,1994-08-26,1994-08-26,1994-08-26
238,Aero Fighters 3,0.6166666666666667,0.8333333333333334,1.0,0.8333333333333334,,,,Video System,Video System,"Arcade, Neo Geo","Top-Down, Scrolling, Action, Shooter",1995-10-12,,
239,Aero Fighters Assault,4.0,,22.0,13.0,,,,Paradigm Entertainment,Video System,Nintendo 64,"Flight Combat, Simulation",1997-11-01,1998-04-15,
241,Aero Porter,4.0,,,4.0,,,,,Level-5,Nintendo 3DS,Puzzle,2012-11-29,2012-11-29,2012-05-31
242,Aero the Acro-Bat,5.0,,5.0,5.0,,,,"Iguana Entertainment, Atomic Planet","Sunsoft, Metro 3D/Zoo Digital","Game Boy Advance, Sega Mega Drive/Genesis, Super Nintendo",Platform,1993-10-01,,
243,Aero the Acro-Bat 2,4.5,,5.5,5.0,,,,Iguana Entertainment,Sunsoft,"Sega Mega Drive/Genesis, Super Nintendo",Platform,1994-04-01,,
244,Aerobiz,,,,,,,,KOEI Co.,KOEI Co.,,"Third-Person, Top-Down, Simulation",1992-01-01,,
245,Aerobiz Supersonic,4.0,,,4.0,,,,Koei,Koei,Super Nintendo,Simulation,1994-08-01,,
247,Aether,0.7833333333333333,0.8333333333333334,1.0,0.8833333333333333,,,,"Edmund McMillen, Tyler Glaiel",Edmund McMillen,PC,Adventure,,,
248,Afraid of Monsters,2.0,2.0,5.0,2.5,,,,,,PC,Survival Horror,,,
249,Afrika,24.0,,28.0,25.5,,,,Rhino Studios,Natsume,PlayStation 3,Simulation,2009-10-06,,2008-08-28
250,Afro Samurai,7.0,7.5,9.5,7.5,,,,Namco Bandai Games,Surge,"PlayStation 3, Xbox 360",Action,2009-01-27,2009-03-27,
251,After Armageddon Gaiden,,,,,,,,Pandora Box,Sega,,"Turn-Based, Role-Playing",,,1994-11-11
252,After Burner,0.7833333333333333,,2.5,1.5,,,,Sega AM-2,Sega,"Arcade, Sega Mega Drive/Genesis","Flight simulator, Shoot 'em up",1987-11-01,1987-11-01,
253,After Burner Climax,0.25,3.0,6.5,3.5,,,,Sega-AM2,Sega,"PlayStation 3, Xbox 360",Arcade/Shoot 'em up,2010-04-21,2010-04-21,2010-04-21
254,After Burner II,0.5833333333333334,0.8,2.5,0.95,,,,Sega-AM2,Sega,"Arcade, Nintendo 3DS, Sega Mega Drive/Genesis","Scrolling, Shooter",1987-01-01,,
255,After Burner III,0.08333333333333333,0.25,4.0,0.85,,,,Sega,Sega,Sega CD,Shoot 'em up,1992-01-01,1992-01-01,
256,Afterfall: InSanity,6.5,8.5,17.0,8.0,,,,Intoxicate Studios,Nicolas Entertainment Group,PC,"Third-Person, Shooter, Survival Horror",2011-11-25,,
257,Again: Interactive Crime Novel,10.5,,11.5,10.5,,,,Cing,Tecmo,Nintendo DS,Adventure,2010-04-02,,2009-12-10
260,Agatha Christie: And Then There Were None,7.0,,7.0,7.0,,,,AWE Productions,The Adventure Company,"PC, Wii",Adventure,2005-10-27,2006-02-10,
261,Agatha Christie: Evil Under the Sun,9.0,,10.5,9.5,,,,AWE Productions,The Adventure Company,"PC, Wii",Adventure,2007-10-16,2007-11-23,
262,Agatha Christie: Murder on the Orient Express,8.0,10.0,10.0,9.0,,,,AWE Productions,The Adventure Company,PC,Adventure,2006-11-14,2007-03-09,
263,Agatha Christie: The ABC Murders (2009),5.0,,,5.0,,,,"AWE Games, Black Lantern Studios",DreamCatcher Interactive,Nintendo DS,Adventure,2009-11-12,,
264,Age of Booty,,8.0,14.0,11.0,,,,Certain Affinity,Capcom,"PC, PlayStation 3, Xbox 360","Real-Time, Strategy",2008-10-15,2008-10-15,
265,Age of Conan: Unchained,,,,,,,,Funcom,Funcom,PC,"Massively Multiplayer, Role-Playing",2008-05-20,2008-05-23,
266,Age of Empires,20.0,32.5,42.0,27.0,,,,Ensemble Studios,Microsoft Game Studios,PC,Real-time strategy,1997-10-15,1998-02-02,
268,Age of Empires II: The Age of Kings,41.5,66.0,68.5,49.5,,,,Ensemble Studios,"Microsoft (Win, Mac), Konami (PS2)","PC, PlayStation 2",Real-time strategy,1999-09-30,1999-09-30,
269,Age of Empires II: The Conquerors,48.0,56.5,89.5,54.5,,,,Ensemble Studios,"Microsoft Game Studios, Konami",PC,Real-time strategy,2000-08-24,2000-08-24,
270,Age of Empires III,15.0,16.5,28.0,17.0,,,,"Ensemble Studios (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft & Destineer (Mac)",PC,Real-time strategy,2005-10-18,2005-11-04,
271,Age of Empires III: The Asian Dynasties,9.0,11.0,35.0,12.0,,,,"Ensemble Studios (Original), Big Huge Games (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft (Mac)",PC,Real-time strategy,2007-10-23,2007-11-02,
272,Age of Empires III: The WarChiefs,8.0,10.0,35.0,11.0,,,,"Ensemble Studios (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft (Mac)",PC,Real-time strategy,2006-10-17,2006-10-20,
273,Age of Empires: Mythologies,,13.0,20.0,19.0,,,,Griptonite Games,THQ,"Nintendo DS, PC",Turn-based strategy,2008-11-24,,
274,Age of Empires: The Age of Kings,15.5,29.5,40.0,25.0,,,,Backbone Entertainment,Majesco,"Nintendo DS, PC","Turn-Based, Strategy",2006-02-14,2006-11-10,
275,Age of Empires: The Rise of Rome,21.5,35.0,36.0,30.0,,,,Ensemble Studios,Microsoft Game Studios,PC,Real-time strategy,1998-10-31,,
276,Age of Fear: The Undead King,15.0,,15.0,15.0,,,,,,PC,Strategy,2011-04-10,,
277,Age of Mythology,15.0,19.0,23.5,17.0,,,,Ensemble Studios,"Microsoft Game Studios, MacSoft",PC,Real-time strategy,2002-10-30,2002-11-11,
278,Age of Mythology: The Titans,9.5,16.5,17.5,12.0,,,,Ensemble Studios,Microsoft Game Studios,PC,"Turn-Based, Strategy",2003-09-30,2003-10-29,
281,Age of Wonders,21.0,35.0,52.0,28.5,,,,"Triumph Studios, Epic MegaGames",Gathering of Developers,PC,,1999-10-31,,
282,Age of Wonders II: The Wizard's Throne,51.5,,58.0,54.0,,,,Triumph Studios,Take 2,PC,"Turn-Based, Strategy",2002-06-12,,
283,Age of Wonders: Shadow Magic,32.0,64.0,86.0,53.0,,,,Triumph Studios,Gathering of Developers,PC,Turn-Based Strategy,2003-01-01,,
284,Age of Zombies,2.0,,,2.0,,,,Halfbrick,Halfbrick,"Android, PlayStation 3, PlayStation Vita, PSP",Action,2010-02-25,2010-02-25,
285,Aggressive Inline,2.5,,30.0,16.0,,,,"Z-Axis, Full Fat (GBA)",Acclaim Entertainment,"Nintendo GameCube, PlayStation 2, Xbox",Sports,2002-05-28,,
288,AI War: Fleet Command,16.0,186.0,,39.5,,,,Arcen Games,Arcen Games,PC,Real-time strategy,2009-06-02,,
289,Aidyn Chronicles: The First Mage,,53.0,,53.0,,,,H2O Interactive,THQ,Nintendo 64,Role-playing,2001-03-14,2001-08-03,
290,Aion,,,,,400.0,55.0,,Aion Team Development Dept,NCSoft,PC,"Massively Multiplayer, Role-Playing",2009-09-22,,2009-07-17
291,Air Aces: Pacific,12.0,,,12.0,,,,Wastelands Interactive,Wastelands Interactive,,"Flight Combat, Simulation",,,
292,Air Buster / Aero Blasters,1.0,,,1.0,,,,Kaneko,Kaneko,Sega Mega Drive/Genesis,Shooter,1990-01-01,1990-01-01,
293,Air Combat,3.0,3.0,,3.0,,,,Namco,Namco,PlayStation,Arcade,1995-09-09,,1995-06-30
295,Air Conflicts: Secret Wars,7.5,8.0,8.5,8.0,,,,Games Farm,bitComposer Games,PC,Action,2011-07-08,,
296,Air Forte,0.4,2.0,2.5,0.55,,,,Blendo Games,,PC,"Educational, Puzzle",2010-01-01,,
297,Air Fortress,,,,,,,,HAL Laboratory,HAL Laboratory,NES,Platform,1989-01-01,,1987-01-01
298,Air Raiders,,,,,,,,,Mattel,,"Scrolling, Shooter",1982-01-01,,
299,AirBlade,0.8,,,0.8,,,,Criterion Games,Namco,PlayStation 2,Sports,2002-01-28,2001-11-09,
300,Airborne Assault: Red Devils Over Arnhem,,,,,,,,Panther Games,Battlefront.com,,Strategy,,,
301,AirBuccaneers,,,,,,,,LudoCraft,LudoCraft,PC,"Action, Strategy",2012-12-05,,
302,AirForce Delta,10.0,12.0,14.0,12.0,,,,Climax Group,Konami Corporation,Dreamcast,"Action, Action, Adventure",1999-09-09,,
303,AirForce Delta Storm,4.0,,,4.0,,,,Konami,Konami,Xbox,Simulation,2001-11-15,2002-04-12,2002-02-22
304,Airline Tycoon 2,,25.0,,25.0,,,,b-Alive,Kalypso Media Digital,PC,Simulation,2011-10-24,2011-10-24,
305,AirMech,,,,,,,,Carbon Games,Carbon Games,PC,"Action, Real-Time Strategy",2012-04-01,,
306,Airwolf,,,3.5,3.5,,,,Elite,,"Commodore 64, NES",Action,,,
308,Akai Katana,0.6666666666666666,,,0.6666666666666666,,,,Cave,Cave,Xbox 360,"Scrolling, Shooter",2012-05-15,,2011-05-26
309,Akalabeth: World of Doom,2.5,2.5,3.5,3.0,,,,Richard Garriott,California Pacific Computer Co.,"Apple II, PC",Role-Playing,1979-01-01,,
310,Akane the Kunoichi,2.0,3.0,4.0,3.5,,,,Haruneko Entertainment,Haruneko Entertainment,PC,"Action, Platform",2014-05-02,2014-05-02,
311,Akazukin Chacha,,,,,,,,,Tomy,,Role-Playing,,,1995-01-01
313,Akira Psycho Ball,1.5,,,1.5,,,,KAZe,Bandai,PlayStation 2,Pinball,,2003-01-01,2002-02-21
314,Akuma: Demon Spawn,,,,,,,,,,,Role-Playing,1999-01-01,,
315,Al Emmo and the Lost Dutchman's Mine,6.0,,10.0,7.0,,,,Himalaya Studios,Himalaya Studios,PC,"Point-and-Click, Adventure",2006-09-05,,
317,Al Unser Jr.'s Turbo Racing,,,,,,,,Data East,Data East,NES/Famicom,Racing,1990-03-01,1991-01-01,1989-01-31
318,Al-Qadim: The Genie's Curse,,13.5,,13.5,,,,Cyberlore Studios,Strategic Simulations Inc.,PC,Action RPG,1994-01-01,1994-01-01,
319,Alan Wake,11.0,14.5,25.5,13.0,,,,Remedy Entertainment,Microsoft Game Studios,"PC, PlayStation 3, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror",2010-05-18,2010-05-14,
320,Alan Wake's American Nightmare,3.5,4.5,8.0,4.0,,,,Remedy Entertainment,Microsoft Studios,"PC, PlayStation 3, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror",2012-02-22,2012-02-22,
321,Alan Wake: The Signal DLC,1.5,1.5,2.0,1.5,,,DLC/Expansion,Remedy Entertainment,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror",2010-07-27,2010-07-27,
322,Alan Wake: The Writer DLC,1.5,1.5,2.5,1.5,,,DLC/Expansion,Remedy Entertainment,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror",2010-10-12,2010-10-12,
323,Albert Odyssey: Legend of Eldean,29.5,32.0,56.0,35.5,,,,Sunsoft,"JP: Sunsoft, NA: Working Designs",Sega Saturn,Role-Playing,1997-07-24,,1996-08-09
324,Albion,34.5,39.0,48.5,38.0,,,,Blue Byte Software,Blue Byte Software,PC,"First-Person, Top-Down, Turn-Based, Role-Playing",1996-08-31,,
325,Alcahest,5.0,7.5,,5.0,,,,HAL Laboratory,Square,Super Nintendo,Action role-playing game,,,1993-12-17
326,Alchemy (2001),,,8.0,8.0,,,,PopCap Games,PopCap Games,Mobile,Puzzle,2001-08-29,,
327,Aldynes,,,,,,,,Produce,Hudson Soft,,Shoot 'em up,1991-02-22,,1991-01-01
329,Alex Kidd in Miracle World,2.0,2.5,3.0,2.5,,,,Sega,"Sega, Microsoft","Nintendo Switch, PlayStation 3, Sega Master System, Xbox 360",Platform,1990-01-01,1990-01-01,
330,Alex Kidd in Shinobi World,0.75,0.7666666666666667,0.8166666666666667,0.7833333333333333,,,,Sega,Sega,Sega Master System,Platform,1990-01-01,1990-08-01,
331,Alex Kidd in the Enchanted Castle,1.5,1.5,2.5,1.5,,,,Sega,Sega,"PC, PlayStation 3, PlayStation 4, Sega Master System, Sega Mega Drive/Genesis",Platform,1989-08-20,1990-11-30,1989-02-10
332,Alex Kidd: High-Tech World,1.5,2.0,,1.5,,,,Sega,Sega,Sega Master System,"Platform, Adventure",1989-01-01,1989-01-01,1987-07-19
333,Alex Kidd: The Lost Stars,1.0,,1.5,1.0,,,,Sega,Sega,Sega Master System,Platform,1986-01-01,1986-01-01,
334,Alex Rider: Stormbreaker,,,6.5,6.5,,,,"Razorback Developments (Game Boy Advance), Altron (Nintendo DS)",THQ,Nintendo DS,Third-Person Action Adventure,2006-07-07,,
335,Alexander,,15.0,,15.0,,,,GSC Game World,Ubisoft,PC,"Real-time strategy, History",2004-11-23,,
336,ALF: The First Adventure,,,,,,,,Box Office,Box Office,,Action,1987-01-01,,
337,Alfred Chicken,3.0,,4.5,3.5,,,,"Twilight, Hookstone","Mindscape Group, Sunsoft","Game Boy, Super Nintendo",Platform,1994-02-01,1993-01-01,
338,Alias,19.0,,,19.0,,,,Acclaim Cheltenham,Acclaim Entertainment,Xbox,"Action, Adventure",2004-04-05,2004-04-08,
339,Alice in Wonderland (2010),10.0,,10.0,10.0,,,,�tranges Libellules,Disney Interactive Studios,PC,"Action, Adventure",2010-03-02,,
340,Alice: Madness Returns,14.0,15.5,22.0,15.5,,,,Spicy Horse,Electronic Arts,"PC, PlayStation 3, Xbox 360, Xbox One","Action, Adventure, Platform",2011-06-14,2011-06-16,
341,Alida,,,,,,,,Dejavu Worlds,Magnussoft Deutschland,,Adventure,2004-01-01,,
343,Alien 3,2.5,4.0,4.0,3.5,,,,"Probe Entertainment, Eden Entertainment","Arena Entertainment, Acclaim Entertainment, LJN, Virgin Interactive","Game Boy, NES, Sega Mega Drive/Genesis, Super Nintendo",Action,1992-01-01,,
344,Alien 3: The Gun,0.7,,,0.7,,,,Sega,Sega,Arcade,"On-Rails, Shooter",1993-01-01,,
345,Alien Breed,,,,,,,,Team17,"Team17, MicroLeague","Amiga, PC","Top-Down, Action, Arcade",1991-01-01,,
346,Alien Breed 2: Assault,5.5,6.5,9.5,6.0,,,,Team 17,,"PC, PlayStation 3, Xbox 360","Action, Shooter",2010-09-22,2010-09-22,
347,Alien Breed 3: Descent,5.0,6.0,8.0,5.5,,,,Team 17,Team 17,"PC, PlayStation 3","Action, Shooter",2010-11-17,2010-11-17,
348,Alien Breed: Impact,5.5,6.0,8.0,6.0,,,,Team 17,,"PC, PlayStation 3, Xbox 360","Action, Shooter",2010-06-03,2010-06-03,
349,Alien Brigade,,,,,,,,Ken Grant,Atari,Atari 7800,Shooter,1990-01-01,,
350,Alien Crush,2.0,,,2.0,,,,"Compile, NAXAT Soft",NEC,TurboGrafx-16,Pinball,1989-08-29,,1988-09-14
351,Alien Crush Returns,1.5,,,1.5,,,,Tamsoft,Hudson Soft,Wii,Pinball,2008-11-03,,
352,Alien Front Online,,,,,,,,WOW Entertainment,Sega,Dreamcast,Action,2001-08-09,,
353,Alien Hallway,2.0,3.0,6.5,3.0,,,,Sigma Team Inc.,Sigma Team Inc.,PC,"Action, Strategy",2011-08-19,2011-08-19,
354,Alien Hominid,2.5,,12.0,3.0,,,,"The Behemoth, Tuna Technologies","O3 Entertainment, Zoo Digital Publishing","Game Boy Advance, Nintendo DS, Nintendo GameCube, PC, PlayStation 2, Xbox 360",Run and Gun,2004-11-18,2005-05-01,
355,Alien Hominid HD,5.0,5.5,7.0,6.0,,,,The Behemoth,"O3 Entertainment (North America), Zoo Digital Publishing (Europe)",Xbox 360,Run and gun,2007-02-28,2007-02-28,2007-02-28
356,Alien Incident,8.5,,,8.5,,,,Housemarque,GameTek,PC,Adventure,1996-01-01,,
358,Alien Nations,,30.0,,30.0,,,,Neo Software Produktions,Nordic Games,PC,"Real-Time, Strategy",1999-07-01,,
359,Alien Resurrection,7.0,8.0,,7.5,,,,Argonaut Games,Fox Interactive,PlayStation,Action,2000-10-10,2000-12-01,
360,Alien Shooter,2.0,2.5,3.5,2.5,,,,Sigma Team,Sigma Team,PC,"Arcade, Shooter",2003-09-14,,
361,Alien Shooter 2: Conscription,2.0,3.0,3.0,2.0,,,,Sigma Team,Sigma Team,PC,Shooter,2012-05-12,,
362,Alien Shooter 2: Reloaded,5.0,6.0,7.0,5.5,,,,Sigma Team Inc.,Sigma Team Inc.,PC,"Action, Shooter",2009-03-14,2009-03-14,
363,Alien Shooter: Revisited,2.0,2.0,2.5,2.0,,,,Sigma Team,Sigma Team,PC,"Top-Down, Shooter",,,
364,Alien Shooter: Vengeance,6.0,7.0,9.0,7.0,,,,Sigma Team,Sigma Team,PC,Arcade,2007-02-16,,
365,Alien Soldier,2.5,4.5,5.0,3.0,,,,Treasure,Sega,"PC, Sega Mega Drive/Genesis",,,1995-06-01,1995-02-24
366,Alien Spidy,,,,,,,,Enigma,Kalypso Media Digital,,"Action, Adventure, Platform",2013-03-20,,
367,Alien Storm,0.8,2.5,4.0,1.5,,,,Sega,Sega,"Arcade, PC, Sega Master System, Sega Mega Drive/Genesis",Beat 'em up,1990-01-01,1990-01-01,
368,Alien Swarm,4.0,7.0,13.5,5.0,,,,Valve Corporation,Valve Corporation,PC,"Shoot-em-up, Top-down, 3-D",2010-07-19,2010-07-19,
369,Alien Syndrome,2.0,,2.5,2.5,,,,Sega,Sega,"NES/Famicom, Sega Master System",,1987-01-01,,
370,Alien Syndrome (2007),9.0,25.5,,13.5,,,,Totally Games,Sega,PSP,"Action, Role-Playing",2007-07-24,2007-09-07,
371,Alien Trilogy,7.0,8.0,,7.5,,,,"Probe Entertainment, Sculptured Software","Acclaim Entertainment, Fox Interactive","PC, PlayStation, Sega Saturn",First-Person Shooter,1995-12-31,1996-01-01,1996-01-01
373,Alien vs. Predator (Arcade),1.0,,25.5,2.5,,,,Capcom,Capcom,"Arcade,",Beat 'em Up,1994-05-20,,
374,Alien vs Predator (Jaguar),12.5,,,12.5,,,,Rebellion,Atari Corporation,Atari Jaguar,First-person shooter,1994-10-20,1994-09-01,
375,Alien vs. Predator (SNES),2.0,5.5,6.0,4.5,,,,Information Global Service,Activision,Super Nintendo,Action,1993-09-01,,1993-01-08
376,Alien Zombie Megadeath,4.0,8.0,19.0,14.0,,,,Pom Pom Games,Pom Pom Games,"PC, PlayStation 3",Action,2011-10-18,,
378,Aliens versus Predator 2,9.5,13.0,17.5,10.5,,,,"Monolith Productions, Third Law Interactive","Sierra Entertainment, Fox Interactive",PC,,2001-10-30,,
379,Aliens Versus Predator Classic 2000,6.0,13.5,26.0,8.0,,,,Rebellion,Fox Interactive,PC,,2010-01-15,2010-01-15,
381,Aliens vs. Predator (2010),8.5,12.0,23.5,9.5,,,,Rebellion Developments,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Action, Horror, Survival",2010-02-16,2010-02-19,
382,Aliens: Colonial Marines,7.0,9.0,17.5,7.5,,,,Gearbox Software,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Shooter",2013-02-12,,
383,Aliens: Infestation,6.0,6.0,6.5,6.0,,,,"Gearbox Software LLC, WayForward Technologies",Sega,"Nintendo 3DS, Nintendo DS",Action,2011-10-11,,
384,Alisia Dragoon,1.5,,2.0,1.5,,,,"Game Arts, Gainax","NA/PAL: Sega, JP: Game Arts",Sega Mega Drive/Genesis,Platform,1992-03-30,,1992-04-24
386,All That Matters,0.48333333333333334,0.6,,0.5333333333333333,,,,,,"PC, Browser","Platform, Puzzle",,,
387,All Zombies Must Die!,8.0,11.0,12.0,11.0,,,,Doublesix,Square Enix,"PC, PlayStation 3, Xbox 360",Shooter,2011-12-27,2012-01-04,
388,All Zombies Must Die!: Scorepocalypse,,,,,,,,Doublesix Games,Doublesix Games,PC,Shooter,2012-04-19,,
389,All-Pro Football 2K8,,,,,,,,Visual Concepts,2K Sports,Xbox 360,Sports,2007-07-16,,
390,All-Star Slammin' D-Ball,0.4166666666666667,,,0.4166666666666667,,,,Agetec,Agetec,PlayStation,"Arcade, Sports",2002-01-01,2002-01-01,
391,Alleyway,2.5,,4.5,2.5,,,,"Nintendo R&D1, Intelligent Systems",Nintendo,Game Boy,Action,1989-08-11,1990-09-28,1989-04-21
392,Allied General,,,,,,,,Strategic Simulations,"Mindscape, Strategic Simulations",,"Turn-Based, Strategy",1995-01-01,,
393,Alone in the Dark (1992),5.5,7.5,9.0,6.0,,,,"Infogrames, Krisalis(3DO)","Infogrames (Europe), Interplay (North America), Pony Canyon (Japan)","Mac, PC",,1992-01-01,1992-01-01,
394,Alone in the Dark (2008),9.0,12.0,14.5,11.0,,,,Eden Games,Atari,"PC, PlayStation 2, PlayStation 3, Wii, Xbox 360",,2008-06-23,2008-06-20,
395,Alone in the Dark 2,5.0,6.5,7.0,6.5,,,,Infogrames,Infogrames,"PC, Sega Saturn",,1994-09-25,1993-01-01,
396,Alone in the Dark 3,6.0,7.5,9.0,7.0,,,,Infogrames,"Infogrames (Europe), Interplay (North America)",PC,Survival horror,1995-03-16,1994-01-01,
397,Alone in the Dark: The New Nightmare,8.0,10.5,14.0,9.0,,,,"Darkworks, Spiral House (Windows/PS2)",Infogrames,"Dreamcast, Game Boy Color, PC, PlayStation, PlayStation 2","Survival horror, action adventure",2001-06-18,2001-05-18,
398,Alpha Mission,,,,,,,,SNK,SNK,,Scrolling Shooter,1985-01-01,,
399,Alpha Mission II,0.85,,,0.85,,,,SNK,SNK,Neo Geo,Shooter,,,1991-01-01
400,Alpha Prime,5.0,6.0,6.5,5.5,,,,Black Element Software,,PC,"First-Person, Shooter",2007-11-08,2007-05-27,
401,Alpha Protocol,13.0,17.0,25.5,15.5,,,,Obsidian Entertainment,Sega,"PC, PlayStation 3, Xbox 360","Third-Person, Action, Role-Playing, Stealth",2010-06-01,2010-05-28,
404,AlphaBounce,,,,,,,,Mad Monkey Studio,Mad Monkey Studio,,Block-Breaking,2010-04-12,,
405,Alter Echo,6.5,,8.0,7.5,,,,Outrage Entertainment,THQ,"PlayStation 2, Xbox",Action,2003-08-19,,
407,Alter Ego (1986),,,,,,,,Activision,Activision,PC,Simulation,1986-01-01,1986-01-01,
408,Alter Ego (2010),9.0,,10.0,9.5,,,,bitComposer Games,Viva Media,PC,"Point-and-Click, Adventure",2010-08-03,2010-08-03,
409,Altered Beast,1.0,1.5,2.0,1.5,,,,Sega,Sega,"Arcade, Nintendo 3DS, PC, PlayStation 3, PSP, Sega Master System, Sega Mega Drive/Genesis, Xbox 360",Beat 'em Up,1989-08-14,1990-11-30,1988-11-27
410,Altered Beast: Guardian of the Realms,2.0,,,2.0,,,,3d6 Games,THQ,Game Boy Advance,Beat 'em up,2002-01-01,2002-01-01,
411,AlterEgo: DreamWalker,,,,,,,,retrosouls,,,Arcade,,,
412,Alternativa,6.0,8.5,8.5,7.5,,,,Centauri Production,Bohemia Interactive,PC,Adventure,2010-11-03,,
413,Altitude,,,,,,1.5,,"Erik Measure, Karl Sabo",Nimbly Games,PC,Action,2009-05-01,,
414,Alundra,28.5,32.0,35.5,31.5,,,,Matrix Software,"JP: SCEI, NA: Working Designs, EU: Psygnosis","PlayStation, PlayStation 3, PlayStation Vita",,1997-12-31,1998-06-05,1997-04-11
415,Alundra 2: A New Legend Begins,22.0,28.5,39.0,26.0,,,,Contrail,"JP: Sony Computer Entertainment, NA/PAL: Activision",PlayStation,Action-adventure,2000-02-29,2000-06-30,1999-11-18
416,Always Remember Me,2.0,4.0,7.5,3.5,,,,Winter Wolves,,PC,Visual Novel,,,
417,Amagami,,,82.0,82.0,,,,Enterbrain,Enterbrain,PSP,Simulation,,,2009-03-19
418,Amagon,0.5,,,0.5,,,,Aicom Corporation,"Vic Tokai Corporation, American Sammy",NES/Famicom,"Action, Platform",1989-04-01,,1988-12-02
419,Amazing Adventures: Around the World,4.5,5.5,,5.0,,,,SpinTop Games,PopCap Games,PC,Hidden Object,2008-09-17,,
420,Amazing Adventures: The Forgotten Ruins,,,9.0,9.0,,,,PopCap Games,PopCap Games,Nintendo DS,Adventure,2008-11-11,,
421,Amazing Adventures: The Lost Tomb,,8.5,,8.5,,,,PopCap Games,PopCap Games,PC,Puzzle,2008-05-31,,
422,Amazon Trail II,,,,,,,,MECC,The Learning Company,,Adventure,,,
423,AMBER: Journeys Beyond,3.0,,,3.0,,,,Hue Forest Entertainment,Hue Forest Entertainment,"Mac, PC",Adventure,1996-01-01,,
424,The Search for Amelia Earhart,,,,,,,,Bamtang,ValuSoft,,Adventure,2010-01-01,,
425,America's Army,,,,,,,,U.S. Army,U.S. Army,PC,"First-Person, Shooter",,,
426,America's Army 3,,,,,,13.0,,U.S. Army,U.S. Army,PC,First-person shooter,2009-06-17,2009-06-17,
427,America's Army: Rise of a Soldier,,,,,,,,"Secret Level, U.S. Army, Ubisoft",Ubisoft,,First Person Shooter,2005-11-17,,
428,American Chopper,5.0,,,5.0,,,,,Activision,PC,,2006-06-15,,
429,American Conquest,15.5,,,15.5,,,,GSC Game World,CDV,PC,"Real-Time, Strategy",2003-02-05,2003-02-14,
430,American Conquest: Fight Back,,,,,,,,GSC Game World,GSC World Publishing,PC,Strategy,2003-09-30,,
431,American Gladiators,1.5,,3.0,2.5,,,,Incredible Technologies,GameTek,"NES, Sega Mega Drive/Genesis, Super Nintendo",Sports,1991-01-01,1991-01-01,
432,American McGee's Alice,11.5,12.5,28.0,13.0,,,,Rogue Entertainment,Electronic Arts,"PC, PlayStation 3, Xbox 360","Action, Adventure, Survival Horror",2000-10-06,,
433,American Mensa Academy,,,11.5,11.5,,,,Silverball Studios,Square Enix,PC,"Educational, Puzzle",2012-07-27,,
434,Amerzone: The Explorer's Legacy,4.0,,5.5,4.5,,,,Micro�ds,"Casterman, Ubisoft","PC, PlayStation",Adventure,1999-10-18,1999-01-01,
435,Amidar,0.08333333333333333,,,0.08333333333333333,,,,Konami,"Stern, Olympia",Atari 2600,,1981-01-01,,
436,Amidos Puzzle Collection,,,,,,,,,,,"Compilation, Puzzle",,,
438,Amnesia: A Machine for Pigs,4.0,5.0,6.0,4.5,,,,The Chinese Room,Frictional Games,"PC, PlayStation 4, Xbox One","First-Person, Survival Horror",2013-09-10,,
439,Amnesia: Justine,0.9833333333333333,1.0,1.5,1.0,,,DLC/Expansion,Frictional Games,Frictional Games,"PC, PlayStation 4","Horror, action, adventure",2011-04-12,2011-04-12,
440,Amnesia: The Dark Descent,8.0,9.0,10.5,8.5,,,,Frictional Games,Frictional Games,"PC, PlayStation 4","First-Person, Action, Adventure, Survival Horror",2010-09-08,2010-09-08,
